id	sentence	pros	formula
209	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
210	Tous les chats courent.	p(0,p(0,p(0,'Tous',p(0,les,chats)),courent),'.')	appl(word(4),appl(word(3),appl(word(0),appl(word(1),word(2)))))
211	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
212	Plus de deux chats courent.	p(0,p(0,p(0,'Plus',p(0,de,p(0,deux,chats))),courent),'.')	appl(word(5),appl(word(4),appl(word(0),appl(word(1),appl(word(2),word(3))))))
213	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
214	Plus de quatre chats sont assis.	p(0,p(0,p(0,'Plus',p(0,de,p(0,quatre,chats))),p(0,sont,assis)),'.')	appl(word(6),appl(appl(word(4),word(5)),appl(word(0),appl(word(1),appl(word(2),word(3))))))
215	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
216	Plus de 3 chats ne s'assoient pas.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,3,chats))),p(0,ne,p(0,'s\'',assoient))),pas),'.')	appl(word(8),appl(word(7),appl(appl(word(4),appl(word(6),word(5))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
217	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
218	Moins de six chats courent.	p(0,p(0,p(0,'Moins',p(0,de,p(0,six,chats))),courent),'.')	appl(word(5),appl(word(4),appl(word(0),appl(word(1),appl(word(2),word(3))))))
219	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
220	Un chat est assis.	p(0,p(0,p(0,'Un',chat),p(0,est,assis)),'.')	appl(word(4),appl(appl(word(2),word(3)),appl(word(0),word(1))))
221	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
222	Trois chats courent.	p(0,p(0,p(0,'Trois',chats),courent),'.')	appl(word(3),appl(word(2),appl(word(0),word(1))))
223	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
224	Entre six et sept chats courent.	p(0,p(0,p(0,'Entre',p(0,p(0,six,p(0,et,sept)),chats)),courent),'.')	appl(word(6),appl(word(5),appl(word(0),appl(appl(appl(word(2),word(3)),word(1)),word(4)))))
225	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
227	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
229	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
230	Un chat orange court.	p(0,p(0,'Un',p(0,p(0,chat,orange),court)),'.')	appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1)))))
231	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
232	60% des chats courent.	p(0,p(0,p(0,60,p(0,'%',p(0,des,chats))),courent),'.')	appl(word(5),appl(word(4),appl(word(0),appl(appl(word(2),word(3)),word(1)))))
233	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
234	40% des chats sont assis.	p(0,p(0,p(0,40,p(0,'%',p(0,des,chats))),p(0,sont,assis)),'.')	appl(word(6),appl(appl(word(4),word(5)),appl(word(0),appl(appl(word(2),word(3)),word(1)))))
235	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
236	Plus de 40% des chats courent.	p(0,p(0,p(0,'Plus',p(0,de,p(0,40,p(0,'%',p(0,des,chats))))),courent),'.')	appl(word(7),appl(word(6),appl(word(0),appl(word(1),appl(word(2),appl(appl(word(4),word(5)),word(3)))))))
237	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
238	Un chat violet et un chat orange se poursuivent.	p(0,p(0,p(0,p(0,'Un',p(0,chat,violet)),p(0,et,p(0,un,p(0,chat,orange)))),p(0,se,poursuivent)),'.')	appl(word(9),appl(appl(word(8),word(7)),appl(appl(word(3),appl(word(4),appl(word(6),word(5)))),appl(word(0),appl(word(2),word(1))))))
239	Il y a six chats, trois chats violets, un chat noir et un chat blanc qui courent le long de l'herbe grise.	p(0,p(1,p(0,'Il',p(0,y,p(0,a,p(0,p(0,p(0,p(0,six,chats),p(0,',',p(0,trois,p(0,chats,violets)))),p(0,',',p(0,un,p(0,chat,noir)))),p(0,et,p(0,un,p(0,p(0,chat,blanc),p(0,qui,courent)))))))),p(0,le,p(0,p(0,long,p(0,de,p(0,'l\'',herbe))),grise))),'.')	appl(word(25),appl(appl(word(19),appl(word(24),appl(appl(word(21),appl(word(22),word(23))),word(20)))),appl(appl(appl(word(2),appl(appl(word(13),appl(word(14),appl(appl(word(17),word(18)),appl(word(16),word(15))))),appl(appl(word(9),appl(word(10),appl(word(12),word(11)))),appl(appl(word(5),appl(word(6),appl(word(8),word(7)))),appl(word(3),word(4)))))),word(1)),word(0))))
240	Deux chats orange se poursuivent.	p(0,p(0,p(0,'Deux',p(0,chats,orange)),p(0,se,poursuivent)),'.')	appl(word(5),appl(appl(word(4),word(3)),appl(word(0),appl(word(2),word(1)))))
259	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
260	La plupart des mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'La',p(0,plupart,p(0,des,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
261	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
262	Certains mecs ont poursuivi la plupart des dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Certains',mecs),p(0,ont,p(0,poursuivi,p(0,la,p(0,plupart,p(0,des,dames)))))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7)))))),appl(word(0),word(1)))))
263	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
264	Aucun mec n'a poursuivi la plupart des dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Aucun',mec),p(0,'n\'',p(0,a,p(0,poursuivi,p(0,la,p(0,plupart,p(0,des,dames))))))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(14),appl(appl(word(9),appl(word(10),appl(appl(word(12),word(13)),word(11)))),appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))))),appl(word(0),word(1)))))
265	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
266	Pas moins de quatre mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Pas',p(0,moins,p(0,de,p(0,quatre,mecs)))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(14),appl(appl(word(9),appl(word(10),appl(appl(word(12),word(13)),word(11)))),appl(appl(word(5),appl(word(6),appl(word(7),word(8)))),appl(word(0),appl(word(1),appl(word(2),appl(word(3),word(4))))))))
267	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
268	Plusieurs mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plusieurs',mecs),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(11),appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))))
269	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
270	Plusieurs mecs ont poursuivi plus de trois dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plusieurs',mecs),p(0,ont,p(0,poursuivi,p(0,plus,p(0,de,p(0,trois,dames)))))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7)))))),appl(word(0),word(1)))))
271	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
272	Plusieurs mecs ont poursuivi moins de trois dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plusieurs',mecs),p(0,ont,p(0,poursuivi,p(0,moins,p(0,de,p(0,trois,dames)))))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(6),word(7)))))),appl(word(0),word(1)))))
273	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
274	Moins de cinq mecs ont poursuivi toutes les dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Moins',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,toutes,p(0,les,dames))))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(14),appl(appl(word(9),appl(word(10),appl(appl(word(12),word(13)),word(11)))),appl(appl(word(4),appl(word(5),appl(word(6),appl(word(7),word(8))))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
275	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
276	Deux mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Deux',mecs),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(11),appl(appl(word(6),appl(word(7),appl(appl(word(9),word(10)),word(8)))),appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))))
277	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
278	100% des mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,100,p(0,'%',p(0,des,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))))
279	Plus de cinq mecs ont poursuivi deux dames dans la salle de classe.	p(0,p(1,p(0,p(0,'Plus',p(0,de,p(0,cinq,mecs))),p(0,ont,p(0,poursuivi,p(0,deux,dames)))),p(0,dans,p(0,la,p(0,salle,p(0,de,classe))))),'.')	appl(word(13),appl(appl(word(8),appl(word(9),appl(appl(word(11),word(12)),word(10)))),appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(word(1),appl(word(2),word(3)))))))
